SEASON YEAR,BLOCK,WEEK,Number of Negative Pools,Number of Positive Pools
2018,100XX W OHARE,23,1,0
2018,100XX W OHARE,24,2,0
2018,100XX W OHARE,25,2,0
2018,100XX W OHARE,26,5,1
2018,100XX W OHARE,27,1,0
2018,100XX W OHARE,28,1,0
2018,100XX W OHARE,29,1,0
2018,100XX W OHARE,30,1,0
2018,100XX W OHARE,32,3,0
2018,100XX W OHARE,33,1,0
2018,100XX W OHARE,34,0,1
2018,100XX W OHARE,35,4,0
2018,100XX W OHARE AIRPORT,23,8,1
2018,100XX W OHARE AIRPORT,24,17,0
2018,100XX W OHARE AIRPORT,25,14,3
2018,100XX W OHARE AIRPORT,26,23,5
2018,100XX W OHARE AIRPORT,27,17,1
2018,100XX W OHARE AIRPORT,28,10,2
2018,100XX W OHARE AIRPORT,29,10,7
2018,100XX W OHARE AIRPORT,30,6,11
2018,100XX W OHARE AIRPORT,31,8,11
2018,100XX W OHARE AIRPORT,32,11,10
2018,100XX W OHARE AIRPORT,33,8,8
2018,100XX W OHARE AIRPORT,34,7,9
2018,100XX W OHARE AIRPORT,35,9,1
2018,100XX W OHARE AIRPORT,36,14,0
2018,100XX W OHARE AIRPORT,37,5,0
2018,100XX W OHARE AIRPORT,38,15,0
2018,100XX W OHARE AIRPORT,39,6,0
2018,101XX S STONY ISLAND AVE,23,2,0
2018,101XX S STONY ISLAND AVE,24,3,0
2018,101XX S STONY ISLAND AVE,25,4,0
2018,101XX S STONY ISLAND AVE,26,4,0
2018,101XX S STONY ISLAND AVE,27,3,0
2018,101XX S STONY ISLAND AVE,28,4,0
2018,101XX S STONY ISLAND AVE,29,3,0
2018,101XX S STONY ISLAND AVE,30,3,3
2018,101XX S STONY ISLAND AVE,31,8,2
2018,101XX S STONY ISLAND AVE,32,2,0
2018,101XX S STONY ISLAND AVE,33,1,0
2018,101XX S STONY ISLAND AVE,35,1,0
2018,101XX S STONY ISLAND AVE,36,1,0
2018,101XX S STONY ISLAND AVE,37,1,0
2018,101XX S STONY ISLAND AVE,38,1,0
2018,104XX S VINCENNES AVE,23,1,0
2018,104XX S VINCENNES AVE,24,1,0
2018,104XX S VINCENNES AVE,25,1,0
2018,104XX S VINCENNES AVE,28,1,0
2018,104XX S VINCENNES AVE,29,1,0
2018,104XX S VINCENNES AVE,31,1,0
2018,104XX S VINCENNES AVE,32,1,1
2018,104XX S VINCENNES AVE,33,1,0
2018,104XX S VINCENNES AVE,35,1,0
2018,104XX S VINCENNES AVE,37,1,0
2018,104XX S VINCENNES AVE,38,1,0
2018,109XX S COTTAGE GROVE AVE,24,1,0
2018,109XX S COTTAGE GROVE AVE,26,1,0
2018,109XX S COTTAGE GROVE AVE,29,1,0
2018,109XX S COTTAGE GROVE AVE,31,1,0
2018,109XX S COTTAGE GROVE AVE,32,1,0
2018,109XX S COTTAGE GROVE AVE,33,1,0
2018,109XX S COTTAGE GROVE AVE,35,1,0
2018,109XX S COTTAGE GROVE AVE,37,1,0
2018,109XX S COTTAGE GROVE AVE,38,1,0
2018,109XX S COTTAGE GROVE AVE,39,1,0
2018,10XX E 67TH ST,23,1,0
2018,10XX E 67TH ST,24,1,0
2018,10XX E 67TH ST,25,1,0
2018,10XX E 67TH ST,27,1,0
2018,10XX E 67TH ST,28,1,0
2018,10XX E 67TH ST,29,1,0
2018,10XX E 67TH ST,30,1,0
2018,10XX E 67TH ST,32,2,0
2018,10XX E 67TH ST,33,1,0
2018,10XX E 67TH ST,36,1,0
2018,10XX E 67TH ST,37,1,0
2018,119XX S ASHLAND AVE,23,2,0
2018,119XX S ASHLAND AVE,24,2,0
2018,119XX S ASHLAND AVE,25,1,0
2018,119XX S ASHLAND AVE,26,1,0
2018,119XX S ASHLAND AVE,27,1,0
2018,119XX S ASHLAND AVE,28,2,0
2018,119XX S ASHLAND AVE,29,1,1
2018,119XX S ASHLAND AVE,30,2,0
2018,119XX S ASHLAND AVE,31,1,0
2018,119XX S ASHLAND AVE,32,3,0
2018,119XX S ASHLAND AVE,33,3,0
2018,119XX S ASHLAND AVE,34,2,0
2018,119XX S ASHLAND AVE,35,2,1
2018,119XX S ASHLAND AVE,36,1,0
2018,119XX S ASHLAND AVE,37,2,0
2018,119XX S ASHLAND AVE,38,1,0
2018,119XX S ASHLAND AVE,39,1,0
2018,11XX S CALIFORNIA AVE,23,1,0
2018,11XX S CALIFORNIA AVE,28,1,0
2018,11XX S CALIFORNIA AVE,29,1,0
2018,11XX S CALIFORNIA AVE,31,1,0
2018,11XX S CALIFORNIA AVE,33,2,0
2018,11XX S CALIFORNIA AVE,35,1,0
2018,11XX S CALIFORNIA AVE,38,2,0
2018,11XX S CALIFORNIA AVE,39,1,0
2018,11XX W CHICAGO AVE,23,2,0
2018,11XX W CHICAGO AVE,24,1,0
2018,11XX W CHICAGO AVE,26,1,0
2018,11XX W CHICAGO AVE,30,1,0
2018,11XX W CHICAGO AVE,31,1,0
2018,11XX W CHICAGO AVE,32,1,0
2018,11XX W CHICAGO AVE,33,1,0
2018,11XX W CHICAGO AVE,34,2,0
2018,11XX W CHICAGO AVE,37,1,0
2018,11XX W ROOSEVELT RD,23,1,0
2018,11XX W ROOSEVELT RD,24,2,0
2018,11XX W ROOSEVELT RD,25,2,0
2018,11XX W ROOSEVELT RD,26,1,0
2018,11XX W ROOSEVELT RD,27,1,0
2018,11XX W ROOSEVELT RD,28,2,0
2018,11XX W ROOSEVELT RD,29,1,0
2018,11XX W ROOSEVELT RD,30,1,0
2018,11XX W ROOSEVELT RD,31,1,0
2018,11XX W ROOSEVELT RD,32,1,0
2018,11XX W ROOSEVELT RD,34,2,0
2018,11XX W ROOSEVELT RD,35,2,0
2018,11XX W ROOSEVELT RD,36,2,0
2018,11XX W ROOSEVELT RD,37,1,0
2018,11XX W ROOSEVELT RD,38,1,0
2018,11XX W ROOSEVELT RD,39,2,0
2018,127XX S DOTY AVE,23,6,0
2018,127XX S DOTY AVE,24,1,0
2018,127XX S DOTY AVE,25,2,0
2018,127XX S DOTY AVE,26,2,0
2018,127XX S DOTY AVE,27,3,0
2018,127XX S DOTY AVE,28,1,1
2018,127XX S DOTY AVE,29,1,0
2018,127XX S DOTY AVE,30,1,0
2018,127XX S DOTY AVE,31,1,0
2018,127XX S DOTY AVE,32,1,0
2018,127XX S DOTY AVE,33,1,0
2018,127XX S DOTY AVE,35,2,0
2018,127XX S DOTY AVE,36,2,0
2018,127XX S DOTY AVE,38,2,0
2018,127XX S DOTY AVE,39,1,0
2018,12XX W GREENLEAF AVE,23,1,0
2018,12XX W GREENLEAF AVE,24,1,0
2018,12XX W GREENLEAF AVE,25,1,0
2018,12XX W GREENLEAF AVE,26,1,0
2018,12XX W GREENLEAF AVE,31,1,0
2018,12XX W GREENLEAF AVE,34,2,0
2018,12XX W GREENLEAF AVE,35,2,0
2018,131XX S BRANDON AVE,23,2,0
2018,131XX S BRANDON AVE,24,1,0
2018,131XX S BRANDON AVE,25,1,0
2018,131XX S BRANDON AVE,26,1,0
2018,131XX S BRANDON AVE,27,1,0
2018,131XX S BRANDON AVE,28,1,0
2018,131XX S BRANDON AVE,29,1,0
2018,131XX S BRANDON AVE,30,0,1
2018,131XX S BRANDON AVE,31,2,0
2018,131XX S BRANDON AVE,32,2,0
2018,131XX S BRANDON AVE,33,3,0
2018,131XX S BRANDON AVE,34,1,0
2018,131XX S BRANDON AVE,36,0,1
2018,131XX S BRANDON AVE,38,1,0
2018,131XX S BRANDON AVE,39,2,0
2018,13XX N LARAMIE AVE,23,1,0
2018,13XX N LARAMIE AVE,26,1,0
2018,13XX N LARAMIE AVE,28,1,0
2018,13XX N LARAMIE AVE,29,1,0
2018,13XX N LARAMIE AVE,30,2,0
2018,13XX N LARAMIE AVE,33,1,1
2018,13XX N LARAMIE AVE,34,3,0
2018,13XX N LARAMIE AVE,35,2,0
2018,13XX N LARAMIE AVE,36,2,0
2018,13XX N LARAMIE AVE,38,1,0
2018,14XX N HUMBOLDT DR,23,2,0
2018,14XX N HUMBOLDT DR,24,1,0
2018,14XX N HUMBOLDT DR,25,1,0
2018,14XX N HUMBOLDT DR,26,1,0
2018,14XX N HUMBOLDT DR,27,2,0
2018,14XX N HUMBOLDT DR,28,2,1
2018,14XX N HUMBOLDT DR,29,3,0
2018,14XX N HUMBOLDT DR,30,2,0
2018,14XX N HUMBOLDT DR,31,3,0
2018,14XX N HUMBOLDT DR,32,2,0
2018,14XX N HUMBOLDT DR,33,0,2
2018,14XX N HUMBOLDT DR,34,1,1
2018,14XX N HUMBOLDT DR,35,1,0
2018,14XX N HUMBOLDT DR,38,1,0
2018,17XX N PULASKI RD,23,1,0
2018,17XX N PULASKI RD,24,1,0
2018,17XX N PULASKI RD,27,1,0
2018,17XX N PULASKI RD,28,1,0
2018,17XX N PULASKI RD,29,1,0
2018,17XX N PULASKI RD,30,1,0
2018,17XX N PULASKI RD,31,1,0
2018,17XX N PULASKI RD,33,1,0
2018,17XX N PULASKI RD,34,1,0
2018,17XX N PULASKI RD,35,1,0
2018,17XX N PULASKI RD,37,1,0
2018,17XX W 95TH ST,23,1,0
2018,17XX W 95TH ST,24,1,0
2018,17XX W 95TH ST,25,1,0
2018,17XX W 95TH ST,26,2,0
2018,17XX W 95TH ST,27,1,0
2018,17XX W 95TH ST,28,1,0
2018,17XX W 95TH ST,29,1,0
2018,17XX W 95TH ST,30,1,0
2018,17XX W 95TH ST,31,1,0
2018,17XX W 95TH ST,32,2,0
2018,17XX W 95TH ST,33,3,0
2018,17XX W 95TH ST,34,2,0
2018,17XX W 95TH ST,35,1,0
2018,17XX W 95TH ST,36,1,0
2018,17XX W 95TH ST,37,1,0
2018,17XX W 95TH ST,38,2,0
2018,17XX W 95TH ST,39,1,0
2018,17XX W ADDISON ST,23,1,0
2018,17XX W ADDISON ST,24,1,0
2018,17XX W ADDISON ST,25,1,0
2018,17XX W ADDISON ST,26,1,0
2018,17XX W ADDISON ST,27,1,0
2018,17XX W ADDISON ST,28,1,0
2018,17XX W ADDISON ST,30,1,0
2018,17XX W ADDISON ST,31,1,0
2018,17XX W ADDISON ST,32,0,1
2018,17XX W ADDISON ST,33,1,0
2018,17XX W ADDISON ST,36,1,0
2018,17XX W ADDISON ST,38,1,0
2018,1XX N CENTRAL PARK DR,23,1,0
2018,1XX N CENTRAL PARK DR,24,1,0
2018,1XX N CENTRAL PARK DR,26,1,0
2018,1XX N CENTRAL PARK DR,27,1,0
2018,1XX N CENTRAL PARK DR,28,2,0
2018,1XX N CENTRAL PARK DR,29,3,0
2018,1XX N CENTRAL PARK DR,30,2,1
2018,1XX N CENTRAL PARK DR,31,1,1
2018,1XX N CENTRAL PARK DR,32,3,0
2018,1XX N CENTRAL PARK DR,33,1,2
2018,1XX N CENTRAL PARK DR,34,2,0
2018,1XX N CENTRAL PARK DR,35,2,0
2018,1XX N CENTRAL PARK DR,36,3,0
2018,1XX N CENTRAL PARK DR,37,5,0
2018,1XX N CENTRAL PARK DR,38,3,0
2018,1XX N CENTRAL PARK DR,39,4,0
2018,21XX N CANNON DR,23,1,0
2018,21XX N CANNON DR,24,1,0
2018,21XX N CANNON DR,25,1,0
2018,21XX N CANNON DR,29,1,0
2018,21XX N CANNON DR,30,1,0
2018,21XX N CANNON DR,32,1,0
2018,21XX N CANNON DR,33,1,0
2018,21XX N CANNON DR,34,1,0
2018,22XX N CANNON DR,23,1,0
2018,22XX N CANNON DR,24,1,0
2018,22XX N CANNON DR,25,2,0
2018,22XX N CANNON DR,26,2,0
2018,22XX N CANNON DR,28,2,0
2018,22XX N CANNON DR,29,2,0
2018,22XX N CANNON DR,30,2,0
2018,22XX N CANNON DR,32,3,0
2018,22XX N CANNON DR,33,3,0
2018,22XX N CANNON DR,34,2,0
2018,22XX N CANNON DR,35,2,0
2018,22XX N CANNON DR,36,1,0
2018,22XX N CANNON DR,38,2,0
2018,22XX W 51ST ST,23,1,0
2018,22XX W 51ST ST,25,1,0
2018,22XX W 51ST ST,26,1,0
2018,22XX W 51ST ST,27,1,0
2018,22XX W 51ST ST,28,1,0
2018,22XX W 51ST ST,29,2,0
2018,22XX W 51ST ST,30,1,0
2018,22XX W 51ST ST,33,0,2
2018,22XX W 51ST ST,34,1,0
2018,22XX W 51ST ST,35,2,0
2018,22XX W 51ST ST,38,1,0
2018,22XX W 69TH ST,25,1,0
2018,22XX W 69TH ST,26,1,0
2018,22XX W 69TH ST,28,1,0
2018,22XX W 69TH ST,30,1,0
2018,22XX W 69TH ST,31,1,0
2018,22XX W 69TH ST,32,2,0
2018,22XX W 69TH ST,33,2,0
2018,22XX W 69TH ST,34,1,0
2018,22XX W 69TH ST,36,1,0
2018,22XX W 69TH ST,37,1,0
2018,24XX E 105TH ST,23,1,0
2018,24XX E 105TH ST,24,1,0
2018,24XX E 105TH ST,25,1,0
2018,24XX E 105TH ST,26,1,0
2018,24XX E 105TH ST,28,1,0
2018,24XX E 105TH ST,30,2,0
2018,24XX E 105TH ST,31,1,0
2018,24XX E 105TH ST,32,2,0
2018,24XX E 105TH ST,33,1,0
2018,24XX E 105TH ST,34,1,0
2018,24XX E 105TH ST,35,1,0
2018,24XX E 105TH ST,36,3,0
2018,24XX E 105TH ST,37,1,0
2018,24XX E 105TH ST,38,1,0
2018,24XX E 105TH ST,39,1,0
2018,25XX S MILLARD AVE,23,1,0
2018,25XX S MILLARD AVE,24,1,0
2018,25XX S MILLARD AVE,25,1,0
2018,25XX S MILLARD AVE,26,1,0
2018,25XX S MILLARD AVE,28,1,0
2018,25XX S MILLARD AVE,29,1,0
2018,25XX S MILLARD AVE,30,1,0
2018,25XX S MILLARD AVE,31,1,0
2018,25XX S MILLARD AVE,35,2,0
2018,25XX S MILLARD AVE,37,1,0
2018,25XX S MILLARD AVE,38,1,0
2018,25XX W GRAND AVE,23,1,0
2018,25XX W GRAND AVE,24,1,0
2018,25XX W GRAND AVE,25,1,0
2018,25XX W GRAND AVE,26,1,0
2018,25XX W GRAND AVE,27,2,0
2018,25XX W GRAND AVE,28,2,0
2018,25XX W GRAND AVE,29,5,0
2018,25XX W GRAND AVE,30,2,2
2018,25XX W GRAND AVE,31,1,2
2018,25XX W GRAND AVE,32,2,1
2018,25XX W GRAND AVE,33,0,4
2018,25XX W GRAND AVE,34,2,0
2018,25XX W GRAND AVE,35,3,0
2018,25XX W GRAND AVE,36,2,0
2018,25XX W GRAND AVE,37,1,1
2018,25XX W GRAND AVE,38,4,4
2018,25XX W GRAND AVE,39,2,0
2018,28XX N FRANCISCO AVE,23,2,0
2018,28XX N FRANCISCO AVE,24,1,0
2018,28XX N FRANCISCO AVE,25,2,0
2018,28XX N FRANCISCO AVE,26,1,0
2018,28XX N FRANCISCO AVE,27,1,0
2018,28XX N FRANCISCO AVE,28,0,1
2018,28XX N FRANCISCO AVE,29,1,0
2018,28XX N FRANCISCO AVE,30,0,1
2018,28XX N FRANCISCO AVE,31,2,0
2018,28XX N FRANCISCO AVE,32,1,1
2018,28XX N FRANCISCO AVE,33,1,1
2018,28XX N FRANCISCO AVE,34,1,0
2018,28XX N FRANCISCO AVE,35,1,0
2018,28XX N FRANCISCO AVE,36,1,0
2018,28XX N FRANCISCO AVE,38,1,0
2018,35XX W 51ST ST,23,1,0
2018,35XX W 51ST ST,25,1,0
2018,35XX W 51ST ST,26,1,0
2018,35XX W 51ST ST,28,1,0
2018,35XX W 51ST ST,29,1,0
2018,35XX W 51ST ST,30,2,0
2018,35XX W 51ST ST,31,1,0
2018,35XX W 51ST ST,32,0,1
2018,35XX W 51ST ST,33,1,0
2018,35XX W 51ST ST,34,0,1
2018,35XX W 51ST ST,35,1,0
2018,35XX W 51ST ST,38,1,0
2018,36XX N PITTSBURGH AVE,23,1,0
2018,36XX N PITTSBURGH AVE,24,2,0
2018,36XX N PITTSBURGH AVE,25,1,0
2018,36XX N PITTSBURGH AVE,26,2,0
2018,36XX N PITTSBURGH AVE,27,1,0
2018,36XX N PITTSBURGH AVE,28,2,0
2018,36XX N PITTSBURGH AVE,29,2,0
2018,36XX N PITTSBURGH AVE,30,1,1
2018,36XX N PITTSBURGH AVE,31,2,0
2018,36XX N PITTSBURGH AVE,32,0,2
2018,36XX N PITTSBURGH AVE,33,3,1
2018,36XX N PITTSBURGH AVE,34,1,0
2018,36XX N PITTSBURGH AVE,35,1,0
2018,36XX N PITTSBURGH AVE,36,2,0
2018,36XX N PITTSBURGH AVE,37,2,0
2018,36XX N PITTSBURGH AVE,38,1,0
2018,36XX N PITTSBURGH AVE,39,1,0
2018,37XX E 118TH ST,23,3,0
2018,37XX E 118TH ST,24,4,0
2018,37XX E 118TH ST,26,2,0
2018,37XX E 118TH ST,28,1,0
2018,37XX E 118TH ST,29,2,0
2018,37XX E 118TH ST,30,2,0
2018,37XX E 118TH ST,31,1,1
2018,37XX E 118TH ST,32,2,0
2018,37XX E 118TH ST,33,0,2
2018,37XX E 118TH ST,34,1,0
2018,37XX E 118TH ST,35,1,0
2018,37XX E 118TH ST,38,1,0
2018,37XX S PULASKI RD,23,2,0
2018,37XX S PULASKI RD,24,2,0
2018,37XX S PULASKI RD,25,1,0
2018,37XX S PULASKI RD,26,1,0
2018,37XX S PULASKI RD,27,2,0
2018,37XX S PULASKI RD,28,2,0
2018,37XX S PULASKI RD,29,1,1
2018,37XX S PULASKI RD,30,2,2
2018,37XX S PULASKI RD,31,2,1
2018,37XX S PULASKI RD,32,1,1
2018,37XX S PULASKI RD,33,2,0
2018,37XX S PULASKI RD,34,2,0
2018,37XX S PULASKI RD,35,2,0
2018,37XX S PULASKI RD,36,2,0
2018,37XX S PULASKI RD,37,1,0
2018,37XX S PULASKI RD,38,1,0
2018,39XX N SPRINGFIELD AVE,23,2,0
2018,39XX N SPRINGFIELD AVE,24,2,0
2018,39XX N SPRINGFIELD AVE,25,1,0
2018,39XX N SPRINGFIELD AVE,26,1,0
2018,39XX N SPRINGFIELD AVE,27,1,0
2018,39XX N SPRINGFIELD AVE,28,1,0
2018,39XX N SPRINGFIELD AVE,29,2,0
2018,39XX N SPRINGFIELD AVE,30,1,0
2018,39XX N SPRINGFIELD AVE,33,1,0
2018,39XX N SPRINGFIELD AVE,34,2,0
2018,39XX N SPRINGFIELD AVE,35,1,1
2018,39XX N SPRINGFIELD AVE,36,1,0
2018,39XX N SPRINGFIELD AVE,38,1,0
2018,39XX N SPRINGFIELD AVE,39,1,0
2018,39XX S ASHLAND AVE,23,1,0
2018,39XX S ASHLAND AVE,24,2,0
2018,39XX S ASHLAND AVE,25,1,0
2018,39XX S ASHLAND AVE,26,1,0
2018,39XX S ASHLAND AVE,27,1,0
2018,39XX S ASHLAND AVE,28,1,0
2018,39XX S ASHLAND AVE,29,1,0
2018,39XX S ASHLAND AVE,30,1,0
2018,39XX S ASHLAND AVE,31,2,0
2018,39XX S ASHLAND AVE,32,2,0
2018,39XX S ASHLAND AVE,33,1,1
2018,39XX S ASHLAND AVE,34,2,0
2018,39XX S ASHLAND AVE,35,1,0
2018,39XX S ASHLAND AVE,36,1,0
2018,39XX S ASHLAND AVE,37,1,0
2018,39XX S ASHLAND AVE,38,1,0
2018,3XX W 104TH ST,23,1,0
2018,3XX W 104TH ST,24,1,0
2018,3XX W 104TH ST,25,1,0
2018,3XX W 104TH ST,26,1,0
2018,3XX W 104TH ST,28,2,0
2018,3XX W 104TH ST,29,1,0
2018,3XX W 104TH ST,30,1,0
2018,3XX W 104TH ST,31,1,0
2018,3XX W 104TH ST,32,1,0
2018,3XX W 104TH ST,33,2,0
2018,3XX W 104TH ST,34,1,0
2018,3XX W 104TH ST,35,1,0
2018,3XX W 104TH ST,36,1,0
2018,3XX W 104TH ST,37,1,0
2018,3XX W 104TH ST,38,2,0
2018,3XX W 104TH ST,39,1,0
2018,41XX N OAK PARK AVE,23,2,0
2018,41XX N OAK PARK AVE,24,1,0
2018,41XX N OAK PARK AVE,26,2,0
2018,41XX N OAK PARK AVE,28,2,0
2018,41XX N OAK PARK AVE,29,1,0
2018,41XX N OAK PARK AVE,30,2,0
2018,41XX N OAK PARK AVE,31,1,0
2018,41XX N OAK PARK AVE,32,3,0
2018,41XX N OAK PARK AVE,33,2,0
2018,41XX N OAK PARK AVE,34,1,0
2018,41XX N OAK PARK AVE,35,1,0
2018,41XX N OAK PARK AVE,37,2,0
2018,41XX N OAK PARK AVE,38,1,0
2018,42XX W 65TH ST,23,3,0
2018,42XX W 65TH ST,24,1,1
2018,42XX W 65TH ST,25,3,0
2018,42XX W 65TH ST,26,1,1
2018,42XX W 65TH ST,27,2,0
2018,42XX W 65TH ST,28,5,0
2018,42XX W 65TH ST,29,1,1
2018,42XX W 65TH ST,30,1,1
2018,42XX W 65TH ST,31,3,1
2018,42XX W 65TH ST,32,2,1
2018,42XX W 65TH ST,33,0,2
2018,42XX W 65TH ST,34,3,0
2018,42XX W 65TH ST,35,2,0
2018,42XX W 65TH ST,36,2,1
2018,42XX W 65TH ST,37,1,0
2018,42XX W 65TH ST,38,1,0
2018,42XX W 65TH ST,39,1,0
2018,45XX N CAMPBELL AVE,23,2,0
2018,45XX N CAMPBELL AVE,26,1,0
2018,45XX N CAMPBELL AVE,27,0,1
2018,45XX N CAMPBELL AVE,28,3,0
2018,45XX N CAMPBELL AVE,29,1,0
2018,45XX N CAMPBELL AVE,30,1,0
2018,45XX N CAMPBELL AVE,31,2,0
2018,45XX N CAMPBELL AVE,32,2,0
2018,45XX N CAMPBELL AVE,33,1,1
2018,45XX N CAMPBELL AVE,35,1,0
2018,45XX N CAMPBELL AVE,39,1,0
2018,46XX N MILWAUKEE AVE,24,1,0
2018,46XX N MILWAUKEE AVE,25,1,0
2018,46XX N MILWAUKEE AVE,26,1,0
2018,46XX N MILWAUKEE AVE,27,1,0
2018,46XX N MILWAUKEE AVE,28,1,0
2018,46XX N MILWAUKEE AVE,29,1,1
2018,46XX N MILWAUKEE AVE,30,1,2
2018,46XX N MILWAUKEE AVE,31,2,0
2018,46XX N MILWAUKEE AVE,32,2,0
2018,46XX N MILWAUKEE AVE,33,1,1
2018,46XX N MILWAUKEE AVE,34,1,0
2018,46XX N MILWAUKEE AVE,35,2,0
2018,46XX N MILWAUKEE AVE,36,2,0
2018,46XX N MILWAUKEE AVE,37,1,0
2018,46XX N MILWAUKEE AVE,38,1,0
2018,48XX W MONTANA ST,24,1,0
2018,48XX W MONTANA ST,27,1,0
2018,48XX W MONTANA ST,28,1,0
2018,48XX W MONTANA ST,29,1,0
2018,48XX W MONTANA ST,32,2,0
2018,48XX W MONTANA ST,33,0,1
2018,48XX W MONTANA ST,34,1,0
2018,48XX W MONTANA ST,38,1,0
2018,48XX W MONTANA ST,39,1,0
2018,4XX E 130TH ST,23,1,0
2018,4XX E 130TH ST,26,1,1
2018,4XX E 130TH ST,27,2,0
2018,4XX E 130TH ST,28,3,0
2018,4XX E 130TH ST,29,1,0
2018,4XX E 130TH ST,30,2,0
2018,4XX E 130TH ST,31,1,1
2018,4XX E 130TH ST,32,3,0
2018,4XX E 130TH ST,33,3,0
2018,4XX E 130TH ST,34,3,0
2018,4XX E 130TH ST,35,3,0
2018,4XX E 130TH ST,36,6,0
2018,4XX E 130TH ST,38,2,0
2018,4XX E 130TH ST,39,1,0
2018,4XX W 127TH,23,1,1
2018,4XX W 127TH,24,2,0
2018,4XX W 127TH,25,1,0
2018,4XX W 127TH,26,1,0
2018,4XX W 127TH,27,1,0
2018,4XX W 127TH,28,1,0
2018,4XX W 127TH,29,0,1
2018,4XX W 127TH,30,2,0
2018,4XX W 127TH,31,2,0
2018,4XX W 127TH,32,1,1
2018,4XX W 127TH,33,2,0
2018,4XX W 127TH,34,1,0
2018,4XX W 127TH,36,1,0
2018,4XX W 127TH,37,1,0
2018,4XX W 127TH,38,1,0
2018,4XX W 127TH,39,1,0
2018,50XX S UNION AVE,23,2,0
2018,50XX S UNION AVE,24,1,0
2018,50XX S UNION AVE,25,2,0
2018,50XX S UNION AVE,26,1,0
2018,50XX S UNION AVE,27,1,0
2018,50XX S UNION AVE,28,0,1
2018,50XX S UNION AVE,29,1,0
2018,50XX S UNION AVE,30,2,0
2018,50XX S UNION AVE,31,4,0
2018,50XX S UNION AVE,32,1,1
2018,50XX S UNION AVE,33,2,0
2018,50XX S UNION AVE,34,2,0
2018,50XX S UNION AVE,35,2,0
2018,50XX S UNION AVE,36,0,1
2018,50XX S UNION AVE,37,2,0
2018,50XX S UNION AVE,38,1,0
2018,51XX N MONT CLARE AVE,23,1,0
2018,51XX N MONT CLARE AVE,24,2,0
2018,51XX N MONT CLARE AVE,25,1,0
2018,51XX N MONT CLARE AVE,26,1,0
2018,51XX N MONT CLARE AVE,27,1,0
2018,51XX N MONT CLARE AVE,28,2,0
2018,51XX N MONT CLARE AVE,29,2,0
2018,51XX N MONT CLARE AVE,30,2,0
2018,51XX N MONT CLARE AVE,31,3,0
2018,51XX N MONT CLARE AVE,32,0,2
2018,51XX N MONT CLARE AVE,33,1,0
2018,51XX N MONT CLARE AVE,34,1,0
2018,51XX N MONT CLARE AVE,37,1,0
2018,51XX N MONT CLARE AVE,38,1,0
2018,51XX N MONT CLARE AVE,39,2,0
2018,52XX S KOLMAR AVE,23,4,0
2018,52XX S KOLMAR AVE,24,2,0
2018,52XX S KOLMAR AVE,25,3,0
2018,52XX S KOLMAR AVE,26,3,0
2018,52XX S KOLMAR AVE,27,2,0
2018,52XX S KOLMAR AVE,28,0,1
2018,52XX S KOLMAR AVE,29,1,1
2018,52XX S KOLMAR AVE,30,1,0
2018,52XX S KOLMAR AVE,31,2,1
2018,52XX S KOLMAR AVE,32,2,0
2018,52XX S KOLMAR AVE,33,1,1
2018,52XX S KOLMAR AVE,34,1,1
2018,52XX S KOLMAR AVE,35,0,2
2018,52XX S KOLMAR AVE,36,2,0
2018,52XX S KOLMAR AVE,37,2,0
2018,52XX S KOLMAR AVE,38,2,0
2018,52XX W 63RD ST,23,2,0
2018,52XX W 63RD ST,24,2,0
2018,52XX W 63RD ST,25,1,0
2018,52XX W 63RD ST,26,1,0
2018,52XX W 63RD ST,28,2,0
2018,52XX W 63RD ST,30,2,0
2018,52XX W 63RD ST,31,1,0
2018,52XX W 63RD ST,32,1,0
2018,52XX W 63RD ST,33,0,1
2018,52XX W 63RD ST,34,1,0
2018,52XX W 63RD ST,35,2,0
2018,52XX W 63RD ST,36,1,0
2018,52XX W 63RD ST,38,1,0
2018,55XX S NARRAGANSETT AVE,23,1,0
2018,55XX S NARRAGANSETT AVE,29,1,0
2018,55XX S NARRAGANSETT AVE,31,1,0
2018,55XX S NARRAGANSETT AVE,33,1,0
2018,55XX S NARRAGANSETT AVE,35,1,0
2018,55XX S NARRAGANSETT AVE,38,1,0
2018,58XX N PULASKI RD,23,3,0
2018,58XX N PULASKI RD,25,2,0
2018,58XX N PULASKI RD,26,1,0
2018,58XX N PULASKI RD,28,1,0
2018,58XX N PULASKI RD,29,1,0
2018,58XX N PULASKI RD,30,1,0
2018,58XX N PULASKI RD,31,1,0
2018,58XX N PULASKI RD,32,1,0
2018,58XX N PULASKI RD,33,1,1
2018,58XX N PULASKI RD,34,1,0
2018,58XX N PULASKI RD,37,1,0
2018,58XX N PULASKI RD,38,2,0
2018,58XX N RIDGE AVE,23,1,0
2018,58XX N RIDGE AVE,24,1,0
2018,58XX N RIDGE AVE,25,1,0
2018,58XX N RIDGE AVE,27,1,0
2018,58XX N RIDGE AVE,28,1,0
2018,58XX N RIDGE AVE,29,2,0
2018,58XX N RIDGE AVE,30,1,0
2018,58XX N RIDGE AVE,31,2,0
2018,58XX N RIDGE AVE,32,1,0
2018,58XX N RIDGE AVE,33,1,1
2018,58XX N RIDGE AVE,34,2,0
2018,58XX N RIDGE AVE,35,2,0
2018,58XX N RIDGE AVE,38,2,0
